open_time,open,high,low,close,volume,close_time,amount,trade_count,open_time_unix_ms,close_time_unix_ms,btc_close_price,strike_price_K,time_to_maturity_t2m,current_time_t,contract_duration_T
2025-09-12 15:00:00,1510,1510,1510,1510,0.05,2025-09-12 16:00:00,75.5,1,1757664000000,1757667600000,115048.00,116000,0.01916496,0.00000000,0.01916496
2025-09-12 16:00:00,1515,1525,1415,1415,2.31,2025-09-12 17:00:00,3425.9,7,1757667600000,1757671200000,115048.01,116000,0.01905088,0.00011408,0.01916496
2025-09-12 17:00:00,1425,1425,1390,1390,0.45,2025-09-12 18:00:00,639.3,5,1757671200000,1757674800000,114980.85,116000,0.01893680,0.00022815,0.01916496
2025-09-12 18:00:00,1375,1455,1375,1450,7.72,2025-09-12 19:00:00,11208.25,6,1757674800000,1757678400000,114913.45,116000,0.01882272,0.00034223,0.01916496
2025-09-12 19:00:00,1375,1405,1375,1405,3.98,2025-09-12 20:00:00,5561.9,2,1757678400000,1757682000000,115083.97,116000,0.01870865,0.00045631,0.01916496
2025-09-12 20:00:00,1400,1400,1400,1400,0.02,2025-09-12 21:00:00,28,1,1757682000000,1757685600000,115166.45,116000,0.01859457,0.00057039,0.01916496
2025-09-12 21:00:00,1400,1400,1400,1400,0,2025-09-12 22:00:00,0,0,1757685600000,1757689200000,115260.00,116000,0.01848049,0.00068446,0.01916496
2025-09-12 22:00:00,1400,1400,1400,1400,0,2025-09-12 23:00:00,0,0,1757689200000,1757692800000,115121.18,116000,0.01836642,0.00079854,0.01916496
2025-09-12 23:00:00,1590,1640,1590,1640,0.7,2025-09-13 00:00:00,1118.35,3,1757692800000,1757696400000,115495.56,116000,0.01825234,0.00091262,0.01916496
2025-09-13 00:00:00,1645,1845,1645,1845,2.19,2025-09-13 01:00:00,3890.55,3,1757696400000,1757700000000,115815.16,116000,0.01813826,0.00102669,0.01916496
2025-09-13 01:00:00,1880,2200,1880,2200,6.06,2025-09-13 02:00:00,11761.8,10,1757700000000,1757703600000,116486.18,116000,0.01802418,0.00114077,0.01916496
2025-09-13 02:00:00,2140,2175,2120,2120,1.3,2025-09-13 03:00:00,2774.75,8,1757703600000,1757707200000,116632.51,116000,0.01791011,0.00125485,0.01916496
2025-09-13 03:00:00,2085,2085,1995,1995,2.56,2025-09-13 04:00:00,5278.9,6,1757707200000,1757710800000,116157.33,116000,0.01779603,0.00136893,0.01916496
2025-09-13 04:00:00,1965,1965,1915,1915,0.82,2025-09-13 05:00:00,1587.3,2,1757710800000,1757714400000,115865.89,116000,0.01768195,0.00148300,0.01916496
2025-09-13 05:00:00,2000,2000,1860,1860,0.06,2025-09-13 06:00:00,118.6,3,1757714400000,1757718000000,116027.46,116000,0.01756788,0.00159708,0.01916496
2025-09-13 06:00:00,1860,1860,1860,1860,0,2025-09-13 07:00:00,0,0,1757718000000,1757721600000,116029.42,116000,0.01745380,0.00171116,0.01916496
2025-09-13 07:00:00,1960,1960,1960,1960,0.02,2025-09-13 08:00:00,39.2,1,1757721600000,1757725200000,116209.32,116000,0.01733972,0.00182523,0.01916496
2025-09-13 08:00:00,1890,1890,1890,1890,0.36,2025-09-13 09:00:00,680.4,1,1757725200000,1757728800000,115764.30,116000,0.01722564,0.00193931,0.01916496
2025-09-13 09:00:00,1890,1890,1890,1890,0,2025-09-13 10:00:00,0,0,1757728800000,1757732400000,115886.17,116000,0.01711157,0.00205339,0.01916496
2025-09-13 10:00:00,1890,1890,1890,1890,0,2025-09-13 11:00:00,0,0,1757732400000,1757736000000,115957.00,116000,0.01699749,0.00216747,0.01916496
2025-09-13 11:00:00,1890,1890,1890,1890,0,2025-09-13 12:00:00,0,0,1757736000000,1757739600000,115698.40,116000,0.01688341,0.00228154,0.01916496
2025-09-13 12:00:00,1775,1775,1775,1775,0.01,2025-09-13 13:00:00,17.75,1,1757739600000,1757743200000,115704.04,116000,0.01676934,0.00239562,0.01916496
2025-09-13 13:00:00,1750,1750,1750,1750,1,2025-09-13 14:00:00,1750,1,1757743200000,1757746800000,115749.99,116000,0.01665526,0.00250970,0.01916496
2025-09-13 14:00:00,1750,1750,1750,1750,0,2025-09-13 15:00:00,0,0,1757746800000,1757750400000,115778.71,116000,0.01654118,0.00262377,0.01916496
2025-09-13 15:00:00,1770,1820,1770,1820,0.06,2025-09-13 16:00:00,106.7,2,1757750400000,1757754000000,115978.01,116000,0.01642710,0.00273785,0.01916496
